2026-02-20 18:31:24,391 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-02-20 18:31:24,409 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-02-20 18:31:24,410 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-02-20 18:31:24,410 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-02-20 18:31:24,412 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-02-20 18:31:24,412 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-02-20 18:31:24,413 INFO  SwAddin.cs: 201 - Setting up command manager
2026-02-20 18:31:24,413 INFO  SwAddin.cs: 204 - Adding command manager
2026-02-20 18:31:24,415 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-02-20 18:31:24,416 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-02-20 18:31:24,416 INFO  SwAddin.cs: 210 - Adding event handlers
2026-02-20 18:31:24,418 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-02-20 18:32:36,581 INFO  SwAddin.cs: 294 - Assembly export called for file updated bb.SLDASM
2026-02-20 18:32:36,582 INFO  SwAddin.cs: 299 - Save is required
2026-02-20 18:32:36,582 INFO  SwAddin.cs: 313 - Saving assembly
2026-02-20 18:32:39,413 INFO  SwAddin.cs: 316 - Opening property manager
2026-02-20 18:32:39,422 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from updated bb.SLDASM
2026-02-20 18:32:39,427 INFO  ExportHelperExtension.cs: 1136 - Found 46 in updated bb.SLDASM
2026-02-20 18:32:39,428 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in updated bb.SLDASM
2026-02-20 18:32:39,428 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-02-20 18:32:39,429 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2026-02-20 18:32:39,430 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem10^updated bb-2
2026-02-20 18:32:39,430 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Assem10^updated bb-2
2026-02-20 18:32:39,431 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem10^updated bb-2
2026-02-20 18:32:39,431 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem10^updated bb-1
2026-02-20 18:32:39,431 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Assem10^updated bb-1
2026-02-20 18:32:39,432 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem10^updated bb-1
2026-02-20 18:32:39,432 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RASPBERRY_PI_5_1-1
2026-02-20 18:32:39,432 INFO  ExportHelperExtension.cs: 1136 - Found 24 in RASPBERRY_PI_5_1-1
2026-02-20 18:32:39,433 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RASPBERRY_PI_5_1-1
2026-02-20 18:32:39,433 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from updated mount-1
2026-02-20 18:32:39,434 INFO  ExportHelperExtension.cs: 1136 - Found 53 in updated mount-1
2026-02-20 18:32:39,434 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in updated mount-1
2026-02-20 18:32:39,435 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from pingpongball-1
2026-02-20 18:32:39,435 INFO  ExportHelperExtension.cs: 1136 - Found 25 in pingpongball-1
2026-02-20 18:32:39,436 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in pingpongball-1
2026-02-20 18:32:39,436 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ServoBus v20-1
2026-02-20 18:32:39,437 INFO  ExportHelperExtension.cs: 1136 - Found 23 in ServoBus v20-1
2026-02-20 18:32:39,437 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ServoBus v20-1
2026-02-20 18:32:39,438 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem10^updated bb-3
2026-02-20 18:32:39,438 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Assem10^updated bb-3
2026-02-20 18:32:39,439 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem10^updated bb-3
2026-02-20 18:32:39,439 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem11^updated bb-1
2026-02-20 18:32:39,440 INFO  ExportHelperExtension.cs: 1136 - Found 32 in Assem11^updated bb-1
2026-02-20 18:32:39,440 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem11^updated bb-1
2026-02-20 18:32:39,441 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from updated bb.SLDASM
2026-02-20 18:32:39,441 INFO  ExportHelperExtension.cs: 1136 - Found 46 in updated bb.SLDASM
2026-02-20 18:32:39,442 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in updated bb.SLDASM
2026-02-20 18:32:39,442 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-02-20 18:32:39,442 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2026-02-20 18:32:39,442 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem10^updated bb-2
2026-02-20 18:32:39,443 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Assem10^updated bb-2
2026-02-20 18:32:39,443 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem10^updated bb-2
2026-02-20 18:32:39,444 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem10^updated bb-1
2026-02-20 18:32:39,444 INFO  ExportHelperExtension.cs: 1136 - Found 36 in Assem10^updated bb-1
2026-02-20 18:32:39,449 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem10^updated bb-1
2026-02-20 18:32:39,449 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from RASPBERRY_PI_5_1-1
2026-02-20 18:32:39,672 INFO  ExportHelperExtension.cs: 1136 - Found 24 in RASPBERRY_PI_5_1-1
2026-02-20 18:32:39,673 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in RASPBERRY_PI_5_1-1
2026-02-20 18:32:39,673 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from updated mount-1
2026-02-20 18:32:39,674 INFO  ExportHelperExtension.cs: 1136 - Found 53 in updated mount-1
2026-02-20 18:32:39,674 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in updated mount-1
2026-02-20 18:32:39,674 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from pingpongball-1
2026-02-20 18:32:39,675 INFO  ExportHelperExtension.cs: 1136 - Found 25 in pingpongball-1
2026-02-20 18:32:39,675 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in pingpongball-1
2026-02-20 18:32:39,675 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ServoBus v20-1
2026-02-20 18:32:39,676 INFO  ExportHelperExtension.cs: 1136 - Found 23 in ServoBus v20-1
2026-02-20 18:32:39,676 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ServoBus v20-1
